0x90e8, 0xa003
0x13b2, 0x2587
0xc25, 0x25
0x4707, 0x38b8
0x739d, 0x439d
0x4551, 0xe0c5
0x31ac, 0xeb09
0xf5ff, 0x373
0x279d, 0xe0ee
0x9d66, 0x6d93
0x13e8, 0x6981
0xf792, 0x311a
0xd876, 0x1e78
0xb5ef, 0x1f4
0xc4c7, 0xdc18
0xf146, 0xb4ec
0x1afe, 0xd8c6
0x61fd, 0xb29b
0x3067, 0x3ca7
0xc149, 0xf1ba
0x7974, 0x38d2
0xbff2, 0x3be5
0x2e30, 0xdb50
0x507f, 0xae70
0x6d2d, 0x857d
0xe53c, 0x703e
0x8f54, 0x8d34
0x2672, 0x179
0xa077, 0xf075
0x44e1, 0xf292
0xb406, 0x5bf1
0xa60c, 0xa3b2
0xba28, 0x4afa
0xda2f, 0x9c93
0xd18a, 0xd4da
0x17b4, 0x9b0a
0x429f, 0x31fb
0xefa2, 0xeda4
0x6e27, 0x6825
0x1dba, 0x2d03
0x5ba3, 0x68ab
0x9446, 0xee80
0x9eb0, 0xb88d
0xafbf, 0x88e3
0x4ba7, 0xbc17
0x7978, 0x7a78
0x9ce8, 0x25a1
0xc71c, 0xf20b
0x5cca, 0xccef
0x9cb, 0x88bd
0x7180, 0xc455
0xe1f5, 0x3c7b
0x7148, 0xe6d8
0x1869, 0x1ea9
0xe5b4, 0xe3b2
0x75c4, 0x271a
0x2127, 0x7cd
0xc71b, 0xf4dc
0xe379, 0xa247
0xd25b, 0xb23e
0xa464, 0x6678
0xe42a, 0x2d14
0xd96f, 0xb917
0xfdb5, 0xf8ac
0x3d96, 0x9deb
0x3b0b, 0x8d4c
0xbf4, 0x5813
0x4369, 0x34f5
0x1a39, 0x3bf5
0xcf28, 0xcf7d
0xce9e, 0x28b0
0x67fd, 0x7c8
0x954d, 0x5406
0x33a3, 0xedc4
0x5962, 0x977
0xda7e, 0x2161
0x8770, 0x67fe
0x68b0, 0xab0d
0x42f2, 0xf123
0xa09f, 0xc58b
0x8d94, 0x8975
0x9b1e, 0x45d2
0x6022, 0x86d5
0x5c0b, 0x69a8
0xf8cb, 0xa8fe
0xe0c3, 0xc893
0x8716, 0xf20f
0x5209, 0x525c
0xd68c, 0xd378
0xf996, 0xf8d4
0x7fe0, 0x7dd3
0x5cd8, 0x5c08
0xb6f2, 0xb362
0xbc3f, 0x1329
0xd2f3, 0x7c3f
0xcd08, 0x3783
0x974c, 0xcfff
0x599, 0x912
0xd3ed, 0xd50a
0xf10a, 0xf272
0xe5ba, 0x1f4f
0xb6c0, 0x786
0x3f8d, 0xd406
0x654, 0x6cc2
0x43fa, 0x591
0x88ac, 0x945f
0xfcc, 0xeef4
0xecff, 0xaeff
0x233a, 0xe336
0xc5c7, 0xff3c
0xc93b, 0xe0dc
0x7a6c, 0x410d
0xa486, 0x8942
0x67a5, 0x1a95
0x7e27, 0xe544
0x5594, 0x8ac1
0x6cf5, 0xb52a
0x628a, 0x67ea
0xe17d, 0xf7f3
0xfc4f, 0xf067
0x6527, 0xa5cf
0x6ec3, 0x71ff
0xb62c, 0xb2d7
0x67e9, 0x4984
0x1fdb, 0xff98
0x872c, 0xdfe9
0x3ade, 0xb9cb
0x3ffc, 0x37ec
0x783d, 0xb36c
0x246e, 0x34b4
0xae30, 0x15f9
0x40a, 0x9082
0x93bd, 0x66fd
0xb117, 0x31f9
0x8108, 0x84e6
0x108a, 0xbd30
0x5e27, 0x5825
0x7072, 0xc798
0x239f, 0xeaac
0xdbaf, 0x6433
0x8764, 0x860c
0x7bda, 0xbf93
0xa648, 0xa37a
0x32cb, 0xd7ad
0x7f42, 0xdb7a
0xe5a1, 0x95f7
0x3ed, 0x2a04
0xfb7d, 0xff01
0x9f2f, 0xa767
0x7de2, 0x7fe4
0xb911, 0x8a89
0x1275, 0x9029
0x278, 0x892e
0x3d98, 0xfde0
0xf7e3, 0xa2e0
0x4c34, 0xef
0x2afa, 0x29fa
0x408f, 0xf25c
0x41ef, 0x3afa
0xf5af, 0x6fca
0xfc82, 0xd493
0x6538, 0xda8b
0x8416, 0x2ca5
0xd6f4, 0x4d8a
0x9329, 0x531a
0x8b7, 0xdb9c
0x1eba, 0xac09
0x3fe7, 0xd063
0x7d51, 0x4f09
0xcbf6, 0xa318
0xfa88, 0x8914
0x83b2, 0x194f
0x1543, 0xaaba
0x6f91, 0xb67b
0xe8de, 0xc880
0x8075, 0x145
0xb194, 0xc16b
0x3e75, 0x37dd
0xb80c, 0xdfdc
0x9ef, 0xf1e9
0xfa38, 0x3cf7
0x4b2e, 0x462e
0x3860, 0x98a2
0xa705, 0x97e4
0xdb44, 0xb284
0xd040, 0xa2a0
0xc3d8, 0xcdea
0x4fca, 0xef8f
0x969e, 0xd8a3
0xe1b7, 0x6afe
0xca06, 0xc92f
0x7661, 0xcb79
0x300e, 0xabdb
0xd14e, 0xda7b
0xe216, 0xafc1
0xa9e4, 0xf82d
0x153f, 0x7684
0x3cb5, 0x30da
0x218f, 0x3407
0xdb75, 0x1a2a
0x65af, 0x6569
0x4ffb, 0x28e
0x2856, 0x88c8
0x50c8, 0x670d
0xb318, 0xbfad
0x311f, 0x3b9
0x53a6, 0x34d
0x8000, 0x82db
0xe36e, 0xfe42
0x2467, 0x6b9f
0x13cb, 0xa87f
0xcb7e, 0x1509
0x243c, 0xf1d9
0xd5a5, 0xb237
0x5931, 0x9926
0x42e7, 0xb658
0x727a, 0x22b2
0xf7a, 0x2180
0xe65b, 0xbb3c
0x9422, 0xf4d3
0xe385, 0xc53c
0x806a, 0x2cd1
0xd3f8, 0x7f71
0xb17d, 0x37c0
0x91b2, 0x3af3
0xaa26, 0x10a6
0xef35, 0xe73d
0xa991, 0xb976
0x7ad6, 0xac2c
0x4854, 0x3489
0xea00, 0xaa9d
0x9882, 0x2f66
0xd699, 0x12c7
0x9723, 0x17d2
0xf663, 0xe7ae
0x2abb, 0xb3b3
0xa4ad, 0x6048
0x9d87, 0x7ff7
0xcdeb, 0x729f
0xa465, 0xc419
0x4ed2, 0xe3ae
0xbd21, 0x4596
0x6c73, 0x7c02
0xbbfa, 0xbefa
0x7cb9, 0xba5e
0x36a0, 0xc64c
0xd446, 0x8ff7
0x6ef, 0x6e89
0x4504, 0x1b54
0xcd1d, 0xcd95
0x2da1, 0xb4e5
0xd243, 0x61b9
0x5530, 0x898a
0xbc26, 0xb076
0x2ba1, 0x1c
0x2ff, 0x46c3
0xf817, 0xfe47
0xb753, 0xd862
0x6a98, 0x645d
0x8078, 0x8028
0xb130, 0xd430
0xc2c9, 0x9227
0x98d8, 0xc808
0xba72, 0x650f
0xc475, 0x7cd3
0xb10e, 0xbafb
0x2ac2, 0xeaf4
0x5f34, 0x5d32
0x91f5, 0x91c7
0x1071, 0x3c7c
0xa40c, 0x17c6
0x8dc4, 0x8fdb
0x86f1, 0xec2
0xb9c2, 0xdf34
0xcd8a, 0x25d6
0x9217, 0xc2a9
0xc9c9, 0x9986
0xd0a0, 0x2b4
0xacf6, 0x4c7d
0x997f, 0x9801
0x3cd7, 0xbb47
0x437b, 0xf83f
0xe69d, 0x11e6
0x872f, 0xb2ac
0x3753, 0xabea
0xe474, 0xc43d
0xf7ee, 0x7eef
0xfe9c, 0xf8bc
0xfee3, 0x8e62
0x1946, 0x83f7
0x934e, 0xe310
0x3f2, 0x1499
0xbdb6, 0x4204
0xbd1, 0x7508
0xbc27, 0x23a1
0x536, 0xbf9d
0xde85, 0xca1
0x67ed, 0x6c4d
0x452a, 0xfdd7
0xe022, 0x2000
0x2f22, 0xedf4
0x9a9, 0x69af
0xdcf0, 0x8ba8
0x5f35, 0x5bcd
0xefa4, 0xfc3
0x9c30, 0x6ed8
0x6dfe, 0x6dcb
0xe924, 0x29cc
0xc050, 0x4c08
0x9f9a, 0xdd6f
0xfc8e, 0xed1c
0xd760, 0xd0a3
0x930d, 0x32e3
0x6cd2, 0x7228
0xe2f5, 0x77b0
0x1ec1, 0x9981
0xf062, 0x4cdd
0x1bcd, 0xdb26
0x5746, 0x2781
0x60f7, 0xb5cd
0x9848, 0x1381
0x6bd6, 0x17eb
0xf01a, 0x1936
0xeecc, 0xa771
0x1418, 0x5cbc
0x525d, 0x3d66
0x9297, 0x324d
0x6cd3, 0x800e
0xeaa7, 0x4aba
0x670f, 0xb44a
0xf8a1, 0x3764
0xb7bb, 0xb29e
0x54f0, 0xc888
0xa0b4, 0xc390
0x6394, 0x5971
0x53b7, 0x5d3f
0xde8e, 0x7051
0x5e54, 0xc71
0xcbfc, 0x676
0xa2b0, 0xf479
0x4b91, 0x4691
0x3596, 0xf5eb
0xa339, 0x7897
0x2924, 0x4a00
0xabd4, 0xf1a7
0x27cc, 0x6abd
0xb54f, 0x9fbd
0x9d49, 0x5279
0xf44b, 0x51a3
0xf174, 0x17a1
0xaea5, 0x9ae8
0xf4b2, 0x3bd6
0x354, 0x20c6
0x8cdc, 0xbc09
0x879d, 0x865a
0x1eaa, 0x186a
0x9746, 0x781
0x998a, 0x9a86
0xa2dc, 0x52f0
0x8020, 0xf0d4
0x37e1, 0x4908
0xd4d3, 0x6f9a
0xf7f2, 0xe16d
0xc30, 0xb6cf
0x7fa0, 0x43a3
0x57e6, 0x578a
0x83d2, 0x8b1e
0x82c, 0x8c8
0x1e7, 0x6185
0x7f13, 0x70a5
0x9a59, 0x6948
0x46c9, 0x46f9
0x4ee6, 0x7e8a
0xfba3, 0x8e0f
0x15e7, 0x5a24
0xb505, 0x15ef
0x1c09, 0x1e72
0x25a1, 0x9ce8
0x57f1, 0xbb4
0x1, 0x9c6a
0xc715, 0xc269
0xde61, 0xd8d7
0x126a, 0xe47d
0x41b1, 0x377b
0xfaa1, 0xcead
0xc68c, 0x414
0x1668, 0x158c
0x8647, 0x34d8
0xfbc, 0x8551
0x3a36, 0xf39a
0xeec3, 0xbd5f
0xe9df, 0x8428
0xf0e8, 0xf331
0x85a3, 0xf5c2
0xd7c1, 0x5c95
0xb19d, 0x8156
0x5242, 0xad42
0x2440, 0x316e
0x8ae7, 0x5a85
0xe5ef, 0x23e9
0x45da, 0xb822
0x9a6d, 0x5a99
0xfadc, 0x11e2
0xfe18, 0xae4d
0x7c89, 0xae4
0x1fe, 0xc9d
0x507c, 0x6af4
0xd684, 0xd294
0xfb2e, 0x1762
0x297d, 0xeafa
0xbe47, 0xb817
0xc24c, 0xc7e6
0x9023, 0x10d2
0xedac, 0xed61
0x4b19, 0x61a
0xb802, 0xb35c
0xadf, 0x4a2a
0x7d41, 0x6241
0xad4b, 0xcdb1
0x211d, 0xeed3
0xdd63, 0xb34e
0x103c, 0x9c87
0xa51f, 0xde35
0x64ba, 0xdfd0
0x2ba, 0x66d0
0x344d, 0xa7bc
0xde52, 0x149c
0x39c4, 0x3af4
0xf312, 0x477c
0x3b4a, 0x9629
0x1636, 0x61d1
0x3ff6, 0x33cd
0x3752, 0xa091
0x216e, 0xc440
0x2cde, 0x7455
0x5a0d, 0x6906
0xd8bd, 0xe80
0x9957, 0x356c
0xfba0, 0xc2ab
0xbf8e, 0x35db
0xc305, 0x5169
0x846f, 0xfde9
0x77af, 0x42af
0xa976, 0x183e
0x873d, 0x5738
0x43db, 0xf580
0xeb4, 0x57c2
0x7009, 0x533b
0x5e16, 0x118c
0x9ec7, 0x9ef5
0x159d, 0x3f0e
0xfe5a, 0x3562
0x8b74, 0xcbee
0x43d5, 0x75d7
0x1494, 0x21ab
0xdf0a, 0x9b03
0x2ec, 0x3209
0x131a, 0x1d4d
0xddc, 0x8674
0x7d85, 0x930c
0xcb73, 0xfb02
0x392a, 0xb675
0x9bd0, 0xd01
0x90a4, 0xabd8
0x50a6, 0x1481
0xea98, 0xe7b8
0xc735, 0x1437
0xd2d5, 0x3871
0xc6fd, 0xcbfd
0xf5f2, 0x8563
0x31ee, 0xdeca
0xd7f, 0x17c8
0xdc3c, 0x661c
0xc399, 0x3887
0xfd94, 0xf884
0x72c2, 0x7fd3
0x5db7, 0x6944
0xd7cd, 0x9f6a
0xe319, 0xf321
0xcafe, 0xc65a
0x1c97, 0x16ed
0x6f70, 0xcfc5
0x7a56, 0xe621
0x8316, 0xef13
0x2fb2, 0x9d40
0xd193, 0x113b
0xb3e4, 0xb382
0x7982, 0x90f6
0x3557, 0xcaa7
0xacca, 0x558f
0x5f2b, 0x9fc9
0xcc9f, 0x1c4a
0xe5ff, 0x95a2
0x5bb2, 0x7b94
0x9b7, 0x59e2
0xa514, 0x1ef8
0xe058, 0x2247
0x4a3c, 0x14b
0x72dc, 0x8d38
0x57f0, 0xa7dc
0xe16a, 0x294d
0xd152, 0x694b
0x1c5, 0xe616
0xb32d, 0xb52d
0xe636, 0x58af
0x38da, 0x4f9e
0xaf80, 0x1fb8
0xe1c4, 0x24d2
0xb677, 0x52f1
0xf09d, 0xfc9d
0x218, 0xccad
0x6c87, 0x6d27
0xea07, 0x9ad7
0x899b, 0x5a9e
0x39c, 0x2078
0xfb7a, 0x98b3
0x10cf, 0x226b
0x1cc9, 0xbd39
0x8b9, 0x585
0x54c, 0x65a4
0x4325, 0x4525
0xaa19, 0x83ae
0xd60a, 0x62b3
0x6bb1, 0x966a
0xc68b, 0xbd06
0xfaa4, 0xa59a
0x8149, 0xb1fc
0x7e1, 0x95af
0x974d, 0xd88b
0x159a, 0x5aee
0x9075, 0x2029
0x9ece, 0xce20
0xd414, 0x46c8
0x617f, 0xe6c4
0x21b2, 0xe7f3
0xa8d, 0x653e
0xae6e, 0x9ed2
0xcd20, 0x6d3d
0x7c55, 0xd12e
0x940a, 0x960f
0x6c9b, 0x29a4
0x58ad, 0x7f48
0x39d3, 0x9d83
0x2b4, 0xd0a0
0x340b, 0x8ade
0xaf1b, 0xafa3
0x490c, 0xb252
0xed26, 0x9d3f
0x86c3, 0xc075
0xb18e, 0x3120
0x4afc, 0x3ca1
0xe46d, 0x13a0
0x598b, 0x13b6
0x9037, 0xc035
0x1dce, 0x580f
0x28f3, 0x6bd7
0x7a2a, 0x3584
0x1b93, 0x95aa
0x826d, 0xbaea
0xd786, 0xf69b
0xee6d, 0x24c4
0x2f1d, 0x2337
0x4aff, 0xace6
0xf640, 0xf274
0x5942, 0x59f7
0x18f, 0xf4d5
0x87ad, 0x57a8
0xf895, 0x7585
0x2cc1, 0x25ce
0xe908, 0x290d
0x72c, 0x5d95
0x22d0, 0x929f
0xc7fe, 0x407c
0xc380, 0x25de
0x1ac1, 0x3594
0x67ad, 0x8238
0x8330, 0x908
0x8e19, 0x8645
0xa0b8, 0xa6c4
0xd656, 0xad19
0xf9d5, 0xfad5
0x680, 0x1106
0xb564, 0x915d
0x747b, 0x6e63
0x21b4, 0x773f
0x87d1, 0xf763
0xf0e3, 0xcc62
0xba9e, 0x3a50
0x2f21, 0xa456
0x7aa0, 0xa9a0
0x1777, 0x1f3f
0x136f, 0x933a
0xbc06, 0x38d8
0xe626, 0x4c59
0x29e2, 0x2ae2
0xfc8f, 0x8066
0x3, 0x6eb6
0x9aee, 0x94e0
0xaffe, 0xcb23
0xee3d, 0xe67
0xb356, 0x3f3d
0x5134, 0x912d
0x774, 0x8b87
0x6e91, 0x997d
0x3fbc, 0x14f2
0xb1d2, 0x422a
0x253d, 0x149f
0x9b10, 0x956a
0x2e6e, 0x84d6
0xb71b, 0xbcab
0x3f7b, 0x3ff0
0xd182, 0xd4e2
0xb9c1, 0x486c
0x329a, 0xa93a
0x2f43, 0x4b2f
0xbc, 0x396f
0x4096, 0xaf64
0xe8f1, 0x8e13
0xf097, 0xdc5e
0x15c3, 0x2379
0x27f6, 0x8747
0x6b4d, 0xdf0c
0xb485, 0xd487
0xb566, 0x845d
0xb7b1, 0xdb17
0x4e6, 0xf50
0x1040, 0x30ae
0x3e16, 0xaea1
0x9bee, 0xbda0
0xfbc, 0x8551
0x4b16, 0x26bf
0xa3f9, 0x4877
0x3d49, 0x61f7
0x6dcc, 0xd19a
0x244f, 0x216f
0x61dc, 0xfc85
0xb27e, 0xd22b
0x340a, 0x1bb6
0x684, 0xe339
0x534a, 0x9379
0xcb8f, 0xc6ef
0x1de2, 0x4528
0x33d2, 0x3a61
0xcb35, 0x9b37
0xcae1, 0x56e3
0xb08a, 0xb0e6
0xab6a, 0x3b3f
0xb1e9, 0x952
0xb1af, 0x4ff6
0x5d50, 0x5d08
0x3a8a, 0x1e56
0x98ec, 0xa809
0x2ca3, 0xb305
0xdc41, 0x7b61
0x2298, 0xec8e
0x3ce2, 0x36b2
0xee43, 0xeeb2
0xafcd, 0xaff8
0xd53, 0x1ea
0x64bb, 0x61bb
0xce55, 0xc855
0x19db, 0x6338
0xf351, 0x45c5
0x9e0, 0xa3ee
0x8119, 0xb4f1
0xac50, 0xf053
0x478a, 0xbfc3
0x7bfa, 0x67f2
0x2bf8, 0xebf8
0xd39c, 0xb39c
0x3d6e, 0x3f40
0x591c, 0xac8b
0x80e1, 0x167c
0x12d, 0x478
0xebb4, 0x21b0
0x1c3d, 0xc968
0x4bcf, 0xb3c0
0x141a, 0x520a
0x93f8, 0xf6f3
0x26e9, 0xb9a4
0x125d, 0xddda
0xb0a5, 0x674c
0xa128, 0xaab1
0x66f3, 0x4e83
0x46df, 0x6db9
0x939c, 0xc3bc
0xbb07, 0x61
0x3884, 0xd3ec
0x6fd9, 0x9942
0xc787, 0x8de8
0x6c13, 0x5c4b
0x7fc, 0x6b94
0x2bf1, 0x35a9
0x5125, 0x530c
0x4a5, 0xebf7
0x69cc, 0xdf07
0xd29e, 0x302b
0x1934, 0x3a34
0x1f8d, 0x9b96
0xa132, 0xc128
0xba82, 0x7166
0x46e1, 0x4b70
0x496e, 0x7f3e
0xb902, 0x407a
0x9257, 0xc235
0xb154, 0xda60
0x2ab3, 0x2a93
0xbbe4, 0x2cf
0x960e, 0x5671
0x7441, 0x7668
0x364b, 0x3b60
0xcea1, 0x2c6c
0xa6e0, 0x5611
0xf3b, 0x5fda
0x625b, 0xcbab
0xaba7, 0xbcaf
0x5380, 0x8099
0x41e4, 0x4484
0xd235, 0xed96
0x808, 0x7864
0x55d2, 0x558c
0xefe3, 0x4299
0x60a8, 0x2701
0xf4bc, 0x84a0
0xc73b, 0x2e5f
0x4096, 0xaf64
0x8adf, 0xaa7a
0xd706, 0xf22b
0xacc8, 0xd0c8
0x9d7c, 0x1c7f
0x63ef, 0xf534
0x4c7d, 0xacf6
0x6a09, 0x1a9c
0x2508, 0x8f6a
0x4724, 0xf920
0xd8be, 0xdebb
0x710a, 0xe602
0xf5b2, 0xc543
0x800, 0x609a
0x9ed8, 0x9e08
0xc39b, 0x9d53
0x8940, 0xa96e
0x4d0a, 0xd624
0xe0b6, 0x4fcb
0xaec, 0x2858
0xb8f6, 0x1a8b
0xce16, 0x5ac5
0xbf17, 0x1367
0xe42d, 0x463b
0x925, 0x8a62
0x216e, 0xc440
0x1d0c, 0x4eb4
0x8efc, 0x5e49
0x4f0, 0x2184
0xf3e8, 0x5058
0xd095, 0x8694
0x2601, 0xc520
0x390, 0x6a06
0xbd7b, 0x9cc
0x6a88, 0x299f
0xe50e, 0xcfd3
0xf1ff, 0xf29b
0x1886, 0x3e86
0xd580, 0xd5e3
0x4b5f, 0x4ff0
0xc54f, 0xa59f
0xc29f, 0x124a
0x6d7d, 0xb6b7
0x1fb, 0x24fc
0xec3b, 0x72dd
0xee70, 0x7e04
0x7118, 0x9c48
0x5fde, 0x8fc4
0xfc29, 0xaf97
0xe597, 0x9582
0x5b95, 0xc5b2
0xac87, 0xace5
0x1a2d, 0x2ec6
0xa494, 0x31ab
0xdeaa, 0xd86a
0xc17e, 0xc593
0xf538, 0x10ce
0x81a6, 0xc1b7
0xeef, 0x2f4
0x3ae8, 0xcacb
0xad73, 0x2058
0x42ee, 0x47ee
0xc6ce, 0x1d9f
0x6e7f, 0xe81c
0x3cd, 0xa519
0x81ba, 0x3dd0
0x6eb8, 0x5036
0xa9b8, 0x3061
0xadf4, 0xea03
0x4d07, 0x7f05
0x25af, 0x7983
0x348d, 0x1488
0x494a, 0xd0b4
0x79ed, 0x7a0a
0xf3fb, 0xe8fb
0xa04b, 0xd9ec
0xf9c7, 0x7ed4
0x3fbc, 0x14f2
0x6235, 0x257
0x6a2, 0x1c83
0x8358, 0xd958
0x974c, 0xcfff
0x84b0, 0x6f5e
0x248, 0x718
0x2650, 0xee33
0xd0c, 0x1d6b
0xb9f1, 0x6b2b
0xfc21, 0x4022
0xf392, 0xbfd5
0x2f6e, 0xff92
0xf61e, 0x9743
0x9329, 0x531a
0xd02b, 0xb02b
0x75d2, 0xc6a0
0xe11e, 0xd93c
0xc2eb, 0xcdec
0x4b4f, 0x715f
0x78f8, 0xcfaa
0x6349, 0x7d61
0xe6c, 0xb98c
0x7a3d, 0x8543
0x7910, 0x6e07
0x8a35, 0x8ec1
0xa830, 0xb875
0xa8a5, 0xefe5
0xe618, 0xd48d
0xa6ca, 0x20a3
0x7d41, 0x6241
0x5f85, 0xd01e
0xbb4a, 0x7193
0x8c24, 0xfef8
0x1f9f, 0x94a5
0x375e, 0xabed
0xe07d, 0x8891
0xc023, 0x59de
0xfab, 0xff22
0x6514, 0xe5b0
0xd345, 0xd317
0x9caf, 0xb9ce
0xb63f, 0x706
0xacfd, 0x798c
0x11dc, 0xa2f6
0x2e36, 0xb9e6
0xb49d, 0xa36
0x69f4, 0x39a9
0xd97a, 0xae52
0x8818, 0x8e48
0x6fe7, 0x404b
0x7d06, 0x3e36
0x30de, 0x8da
0xf39b, 0x65a6
0x2e47, 0x2817
0x7df, 0xe084
0xa958, 0xd227
0x4360, 0x9563
0x4df5, 0x4ff5
0x11b3, 0xc613
0x7ef4, 0x4ec2
0xbc9c, 0xb0bc
0x733a, 0x7356
0x233e, 0xad4
0x52e0, 0x5698
0xbfea, 0x27d2
0x2351, 0x4f4b
0x8763, 0x979c
0xe46, 0xc81c
0x105e, 0xb7dd
0xbcaf, 0xaba7
0xbb4c, 0xcb9
0x3ca8, 0x3068
0x6453, 0x6133
0xdd40, 0xed74
0xf6a1, 0xf214
0x38a6, 0x6816
0x53d3, 0x3338
0x418f, 0x29d9
0x7c00, 0x7cd8
0x705d, 0x7cba
0x9dd, 0x4a77
0xefc2, 0x3360
0x6538, 0xda8b
0x9e06, 0x12d7
0x23df, 0x2309
0xb0ab, 0xb0b6
0x604d, 0x543b
0x2981, 0x5e9d
0x7a19, 0x75fe
0x654e, 0xd678
0xe6f9, 0xf0a2
0xc524, 0x3537
0x6e26, 0xce71
0x5b9f, 0xf6b
0x578c, 0xb709
0xf22f, 0x2bb1
0x53ff, 0xdce3
0xb081, 0x20ce
0x4f55, 0x49de
0xb816, 0xb84a
0xeeb9, 0xfedc
0x6d08, 0xca0c
0x42f4, 0x4774
0x996b, 0x784b
0x83ba, 0x3903
0x1847, 0x1e47
0xbddc, 0xbd01
0xcd54, 0x25d9
0x932c, 0x7349
0x448e, 0xe0e
0xbfa0, 0xd363
0x9a8d, 0x72db
0x270f, 0x9790
0x6ce1, 0xa8b8
0xe99e, 0xc9cf
0xf9d5, 0xfad5
0x91af, 0xbd95
0xf955, 0x5f69
0xc10e, 0x952c
0x62fc, 0x3a59
0xa33b, 0x1806
0xb637, 0x9658
0x30d7, 0x3c07
0x8cbc, 0x5705
0x6f1a, 0xef29
0x84dc, 0x5888
0x7bed, 0x4bed
0x3440, 0xe1a1
0xdb18, 0xbd91
0xa09a, 0xa2bd
0x9370, 0xc335
0xac7f, 0xaa93
0xd8dd, 0x4bea
0x57de, 0xdcab
0xf4fd, 0xd4fd
0x965, 0xd351
0xdb13, 0xb1c3
0x93cd, 0x353c
0x5f3e, 0x7446
0xff26, 0xcd0f
0xc712, 0x22ed
0x1294, 0x1e84
0xb9a5, 0x647c
0x5b21, 0x9bde
0xddea, 0xeede
0x26a2, 0xaca9
0xff8f, 0xafe9
0xc4ae, 0x3a3e
0x34a5, 0x9f87
0x655f, 0x65b5
0x18a2, 0xc850
0x68a8, 0x5041
0xdbd6, 0x7192
0x2627, 0xe675
0x692b, 0x697e
0x5075, 0x2b25
0x58d4, 0xf124
0xdc65, 0xc3af
0x4693, 0x3f7f
0xbf16, 0xbd4
0xa8bd, 0x4eb6
0x2106, 0x9742
0x13d3, 0x8338
0x539e, 0x9b0
0xe32c, 0xe483
0xdad0, 0x1a0e
0xeb59, 0xed09
0x156, 0xbd5d
0x5c92, 0xe74b
0x63c, 0xf07e
0xd9fb, 0xd47e
0x5006, 0x845f
0x8588, 0x83e8
0x7ee9, 0xab5c
0x84f1, 0x2d77
0x5002, 0xb058
0xae9c, 0xfeb1
0x7cdf, 0x6c88
0xbd3a, 0xf583
0xfc10, 0xfe96
0xeb4f, 0xcf98
0x4403, 0x9438
0xab8, 0x998
0x13fe, 0xc07f
0x86b9, 0x73a1
0xdbfb, 0x346d
0xa3ed, 0xad8a
0x9f95, 0x9eb2
0xfbc7, 0x7f29
0x9ba1, 0xc244
0x637e, 0xe064
0xbaa5, 0xfbe2
0x7ba5, 0x61d5
0xe0fa, 0xb9a6
0x9b01, 0xab4e
0x319c, 0x1160
0x32e2, 0x7426
0x25ff, 0xdff9
0x2235, 0x928e
0x3116, 0x3181
0xa80b, 0x6814
0x7a43, 0x81b1
0xb2bf, 0x82cb
0xa768, 0xf53d
0xfcd7, 0xbb0b
0x64ae, 0x23
0x8882, 0x3fd4
0xfb52, 0xa654
0xeb05, 0xebd7
0xdbde, 0x1789
0x236d, 0x2019
0x51a5, 0xade7
0xc153, 0xc425
0x8a99, 0x8621
0xb961, 0xbb91
0xed8d, 0x1f0f
0x9a6b, 0x607b
0x8ef5, 0xbbb
0x7323, 0x4e99
0xc8a7, 0xa05d
0xb371, 0xb781
0xc051, 0xccd9
0xa1c7, 0x6b70
0xd050, 0x3253
0xfaa2, 0xac56
0xb97, 0x6857
0x1340, 0xc9a5
0x22a8, 0x2768
0x7d90, 0xfd3e
0x2312, 0x523
0xde86, 0xd88a
0x7b2, 0x554a
0xe908, 0x290d
0xed78, 0x7775
0x8d54, 0xadca
0xa481, 0xd416
0x162e, 0xbe20
0xf1a5, 0x711f
0xb843, 0xe842
0x5d38, 0x7fb6
0xbe5, 0x8722
0x8f28, 0xfd47
0x9c1b, 0x6c94
0xac9b, 0x4ab3
0x11c9, 0xc03e
0x8cbf, 0xf016
0xcb73, 0xfb02
0xe9d3, 0xfff2
0x969a, 0xa11c
0x13e5, 0xc340
0x960d, 0x9bdd
0xa46a, 0xa1aa
0x2ed1, 0xc86a
0x969, 0xe3d5
0x8b2e, 0x5bc3
0xf002, 0x8073
0x275, 0x2f17
0x2c76, 0x5732
0x7db5, 0x740e
0xb43d, 0xb998
0x1b73, 0xedd9
0x4f38, 0x7f5d
0xb9f, 0xb714
0x175b, 0x8afd
0xa8e6, 0x3e11
0x26a1, 0x8616
0xd42b, 0x7057
0x56a1, 0x14e1
0x4270, 0x55c1
0x86b4, 0x30b5
0x93de, 0x20fe
0x15f3, 0x250d
0x22eb, 0xe28e
0xf173, 0x4272
0xf97, 0x58f8
0x1b6e, 0xbac3
0xd592, 0x3a71
0xd49f, 0xf720
0x3a84, 0x7028
0x3538, 0x399f
0x428b, 0x7b3c
0xb4d3, 0xe583
0xd330, 0xb530
0xbd72, 0xb609
0x8f2, 0xd7c7
0x733f, 0xeeb7
0x4f1b, 0x4370
0x9ca0, 0xf67d
0xf70f, 0x221a
0x901a, 0xafdd
0x2369, 0x2569
0x9cd8, 0x1e80
0xcf6e, 0x6f18
0xb670, 0xb446
0x702a, 0xbad2
0x1318, 0x3318
0x9c8, 0x2191
0xca6e, 0x9ab
0x9ee, 0x1183
0xd476, 0xfe90
0x2e48, 0x6882
0xe45c, 0xf4df
0xd67, 0xda5
0xdd60, 0xbf13
0x9835, 0xd427
0x97a1, 0xada8
